CKD_gene_pairs
ACHE_ALPI
ACHE_ATP2A3
ACHE_CASP3
ACHE_CHAT
ACHE_CHRNA9
ACHE_GSR
ACHE_HTR2B
ACHE_IL6
ACHE_NGF
ACHE_SOD1
ACHE_SST
ACHE_TH
ACHE_TNF
ACLY_FLT4
ACO1_ENO1
ACOT1_TNF
ACOT7_CHR
ACOX1_CAT
ACOX1_FASN
ACOX1_PPARA
ACP5_BGLAP
ACP5_ACPP
ACPP_ALPI
ACPP_ALPP
ACPP_BGLAP
ACPP_COL1A1
ACPP_CTSB
ACPP_CTSD
ACPP_GGT1
ACPP_HEXA
ACPP_LTF
ACPP_PPA1
ACPP_SDHB
ACR_EGFR
ACSL4_MT-CO2
ACSL4_PTGS2
ACTA1_BTG3
ACTA1_TGFA
ACTA1_TGFB1
ACTA1_VIM
ACTA2_FN1
ABL1_ACTB
ACTA1_ACTB
ACTB_AGTR1
ACTB_CD4
ACTB_GAPDH
ACTB_IL10
ACTB_MAP1LC3B
ACTB_NOS3
ACTB_SQSTM1
ACTB_TP53
ACTB_VIM
ACTA1_ACTC1
ACTC1_CCL2
ACTC1_CD34
ACTC1_DES
ACTC1_IL6
ACTC1_ITK
ACTC1_NOS2A
ACTC1_PDGFA
ACTC1_PDGFRB
ACTC1_PECAM1
ACTC1_S100A1
ACTC1_SERPINH1
ACTC1_TGFA
ACTN4_MAFB
ADA_CD34
ADA_DNTT
ADA_GDA
ADA_IFNG
ADA_NT5E
ADA_XDH
ADAM10_ADAM17
ADAM10_TNF
ADAM17_CX3CL1
ADAM17_EGFR
ADAM17_IL1B
ADAM17_TNF
ADAM17_TNFRSF1B
ADAM8_IL6
ADAM8_S100A9
ADAMTS5_MIRN186
ADAMTS5_MMP13
ADAMTS5_P2RX7
ADAMTS5_RUNX2
ADA_ADAR
ADAR_BDNF
ADC_ADCY10
ADCY1_ADCY7
ACHE_ADCY10
ADCY10_ADRB2
ADCY10_BCGF1
ADCY10_CD40
ADCY10_CRH
ADCY10_FAS
ADCY10_GPI
ADCY10_INS
ADCY10_MAL
ADCY10_NPY
ADCY10_OPRD1
ADCY10_OPRM1
ADCY10_PAEP
ADCY10_PLCB1
ADCY10_POMC
ADCY10_PRKAR1A
ADCY10_PRKAR2A
ADCY10_PRKCA
ADCY10_PTHR1
ADCY10_TXN
ADCY2_CCR5
ADCY2_CXCL13
ADCY7_CREB1
ADCY7_F2R
ADCY7_GNAS
ADCY7_HTR1A
ADCY7_HTR2B
ADCY7_MAPK1
ADCY7_OPRD1
ADCY7_P2RY11
ADCY7_PLCB1
ADCY7_PRKAR1A
ADCY7_SST
ADCY7_ADCYAP1
ADCYAP1_ADCYAP1R1
ADCYAP1_CHGA
ADCYAP1_DUSP2
ADCYAP1_VIP
ADCYAP1_VIPR1
ADCYAP1_VIPR2
ADCYAP1R1_DUSP2
ADCYAP1R1_VIPR1
ADCYAP1R1_VIPR2
ADD2_CYFIP1
ADD2_IVD
ADH1A_ADH1B
ADH1A_ADH5
ADH1A_ALDH9A1
ADH1A_CYP2B6
ADH1A_CYP2E1
ADH1B_ADH1C
ADH1B_ADH4
ADH1B_AKR1A1
ADH1B_ALDH9A1
ADH1B_CYP2E1
ADH1C_AKR1A1
ADH1A_ADH4
ADH1C_ADH4
ADH4_AKR1A1
ADH1B_ADH5
ADH1C_ADH5
ADH4_ADH5
ADH5_AKR1A1
ADH5_ALDH2
ADH5_CYP2E1
ADH1A_ADH7
ADH7_AKR1A1
ADIPOQ_ADIPOR1
ADIPOQ_ALB
ADIPOQ_ANGPTL4
ADIPOQ_CRP
ADIPOQ_FABP4
ADIPOQ_GHRL
ADIPOQ_HBB
ADIPOQ_IGF1
ADIPOQ_IL10
ADIPOQ_IL1A
ADIPOQ_INS
ADIPOQ_INSR
ADIPOQ_LCN2
ADIPOQ_LEP
ADIPOQ_LXN
ADIPOQ_MAPK1
ADIPOQ_MSTN
ADIPOQ_NAMPT
ADIPOQ_NFE2L1
ADIPOQ_NFKB1
ADIPOQ_PNPLA2
ADIPOQ_PPARGC1A
ADIPOQ_RETN
ADIPOQ_SERPINA1
ADIPOQ_SLC2A4
ADIPOQ_TGFB1
ADIPOQ_TNF
ADIPOQ_ADIPOR2
ADA_ADK
ADM_EGF
ADM_NPPA
ADM_POMC
ADM_REN
ADM_SST
ADORA2A_CHI3L1
ADORA2A_IGKV2D-29
ADORA2A_STAT3
ADORA2B_NT5E
ADORA2B_PRKCA
ADRA1A_COMT
ADRA1D_AFP
ADRA1D_ALB
ADRA1D_COL1A1
ADRA1D_NEUROD1
ADRA2A_ADRA2C
ADCY7_ADRB2
ADRB1_ADRB2
ADRB2_GNAS
ADRB3_UCP1
ADRBK1_ADRBK2
ADRBK1_AURKA
ADRBK1_GRK5
ADRBK1_OPRK1
ADSL_GMPS
ACE_AFP
ACPP_AFP
AFP_ALB
AFP_CEACAM5
AFP_EPO
AFP_F2
AFP_GGT1
AFP_GPC3
AFP_GSTCD
AFP_ICAM1
AFP_IFNG
AFP_IGF2
AFP_INS
AFP_MIRN122
AFP_PLAT
AFP_PLCG1
AFP_PTPRC
AFP_SERPINA1
AFP_TERT
AFP_TIMP1
AFP_TP53
AGRP_BRD4
AGRP_HSF4
AGRP_LEP
AGRP_NPY
ACE_AGT
ACTC1_AGT
ADCY7_AGT
ADIPOQ_AGT
AGT_AGTR2
AGT_ANG
AGT_BAX
AGT_BCL2
AGT_CAMK2G
AGT_CD36
AGT_CDK4
AGT_CDKN1A
AGT_COL1AR
AGT_CRH
AGT_CTLA4
AGT_CYP11B2
AGT_ECE1
AGT_EDN3
AGT_EDNRA
AGT_ENPEP
AGT_EPO
AGT_F2
AGT_GAPDH
AGT_GNAQ
AGT_HMOX1
AGT_HRD
AGT_ICAM1
AGT_IL1A
AGT_IL6
AGT_ITPR1
AGT_JAK2
AGT_JUN
AGT_KHDRBS1
AGT_LDLR
AGT_MAPK8
AGT_MME
AGT_MMP2
AGT_MYH14
AGT_MYH7
AGT_NFE2L2
AGT_NOS1
AGT_NOS2A
AGT_NOS3
AGT_NOX1
AGT_NOXA1
AGT_NPPB
AGT_PDE4D
AGT_PDGFB
AGT_PIK3CG
AGT_PLCB1
AGT_POMC
AGT_PPP1R12A
AGT_PTEN
AGT_PTH
AGT_S100A6
AGT_SAR1A
AGT_SCD
AGT_SLC33A1
AGT_SPP1
AGT_STAT5A
AGT_TAC1
AGT_TGFA
AGT_TH
AGT_TIMP2
AGT_TP53
AGT_TXNRD3
AGT_VASH2
AGT_VCAM1
AGT_VEGFA
AGT_VIP
ACE_AGTR1
ACE2_AGTR1
AGT_AGTR1
AGTR1_AGTR2
AGTR1_ALB
AGTR1_ANG
AGTR1_COL1A1
AGTR1_CRH
AGTR1_CYP17A1
AGTR1_EDN1
AGTR1_EDNRA
AGTR1_INS
AGTR1_MAPK8
AGTR1_MAS1
AGTR1_MME
AGTR1_NLRP3
AGTR1_NPPA
AGTR1_NPPB
AGTR1_RAF1
AGTR1_REN
AGTR1_SAR1A
AGTR1_SCD
AGTR1_SLC5A2
AGTR1_TGFB1
ACE_AGTR2
AGTR2_MAS1
AGTR2_SAR1A
ABL1_AGXT
AGXT_FST
AHCY_H19
AHI1_TET2
AHR_CD4
AHR_CYP2B6
AHR_EGR1
AHR_IL17D
AHR_INDO
AHR_NFE2L2
AHR_NFKB1
AHR_NPTX1
AHR_NR1I2
AHR_PTGS2
AHR_SLC45A2
AHR_STAT3
AHR_AHRR
AHSA1_GORASP1
AHSA1_MAPK3
AHSA1_MAPKAPK2
AHSA1_NFE2L2
AHSA1_NOX5
AHSA1_PIK3CA
AHSG_MGP
AHSG_ORM2
AHSG_SERPINA1
AHSG_TNFRSF11B
AIC_INS
AICDA_MCTS1
AICDA_AIED
AIF1_ARG1
AIF1_BDNF
AIF1_CD68
AIF1_GFAP
AIF1_HMOX1
AIF1_IL10
AIF1_IL6
AIF1_ITGAM
AIF1_JUN
AIF1_NFE2L2
AIF1_TNF
AIF1_TRAF6
AIF1_TSPO
AIFM1_BCL2
AIFM1_PARP1
AIFM1_TIPARP
AIM2_IL17D
AIM2_IL18
AIM2_IL1B
AIM2_IL22RA2
AIRE_APOB
AIRE_CYP2B6
AIRE_IL17D
AIRE_THM
AKAP12_AKT1
AKAP12_PIK3CA
ADH1A_AKR1A1
AKR1A1_ALDH3A1
AKR1A1_CAT
AKR1A1_CYP2B6
AKR1A1_CYP3A5
AKR1A1_PKLR
AKR1A1_SOD1
AKR1B1_LPL
AKR1B1_NR3C1
AKR1B1_SORD
ACTC1_AKT1
AHSA1_AKT1
AKT1_AQP3
AKT1_ATF3
AKT1_ATG5
AKT1_BCL2
AKT1_BCR
AKT1_BECN1
AKT1_BTRC
AKT1_CASP9
AKT1_CAT
AKT1_CCND1
AKT1_COL1A1
AKT1_COL1AR
AKT1_CREB1
AKT1_CRTC1
AKT1_CSE
AKT1_CXCL10
AKT1_CYBB
AKT1_EDN1
AKT1_FAS
AKT1_FGF21
AKT1_FMN1
AKT1_FOS
AKT1_FOXO1
AKT1_FOXO3
AKT1_FPR2
AKT1_GABPA
AKT1_GRIN2B
AKT1_HMGB1
AKT1_HMOX1
AKT1_HSP90AA1
AKT1_HSPA1A
AKT1_HSPB1
AKT1_HTR2B
AKT1_ICAM1
AKT1_IL10
AKT1_IL17A
AKT1_IL17D
AKT1_IL1A
AKT1_IL8
AKT1_INS
AKT1_IRF9
AKT1_IRS1
AKT1_JUP
AKT1_KDR
AKT1_KHDRBS1
AKT1_KIT
AKT1_KL
AKT1_LEP
AKT1_LYN
AKT1_MAFK
AKT1_MAP2K1
AKT1_MAP2K4
AKT1_MAP3K11
AKT1_MAP3K14
AKT1_MAPK1
AKT1_MAPK10
AKT1_MAPK3
AKT1_MAPK8
AKT1_MARCH8
AKT1_MDM2
AKT1_MET
AKT1_MIRN17
AKT1_MIRN195
AKT1_MIRN223
AKT1_MSTN
AKT1_MUC5AC
AKT1_MYC
AKT1_MYLIP
AKT1_NLRP3
AKT1_NOS3
AKT1_NQO1
AKT1_NTRK1
AKT1_NUDT6
AKT1_PHB
AKT1_PI3
AKT1_PIK3CG
AKT1_PINK1
AKT1_PRKAA2
AKT1_PRKCA
AKT1_PRKCZ
AKT1_PTEN
AKT1_PTGS2
AKT1_PTK2B
AKT1_PTPN11
AKT1_PVT1
AKT1_ROCK2
AKT1_RORC
AKT1_RPS27A
AKT1_SERPINE1
AKT1_SETD2
AKT1_SETD8
AKT1_SIRT1
AKT1_SLC1A2
AKT1_SLC20A1
AKT1_SMAD3
AKT1_SOAT1
AKT1_SOD1
AKT1_SP1
AKT1_SRC
AKT1_SREBF1
AKT1_STAT3
AKT1_STAT5A
AKT1_STC2
AKT1_TGFA
AKT1_TLR4
AKT1_TNF
AKT1_TWIST1
AKT1_UBASH3B
AKT1_USP47
AKT1_USP8
AKT1_VCAM1
AKT1_VEGFA
AKT1_ZNF143
AKT2_INS
AKT3_MIRN15A
ALAD_CAT
A2M_ALB
ACTB_ALB
AGT_ALB
AHSG_ALB
AKR1B1_ALB
ALB_ALPI
ALB_APOB
ALB_APOE
ALB_ATHS
ALB_CASP3
ALB_CAT
ALB_CCK
ALB_CD79A
ALB_CST3
ALB_CYP2B6
ALB_EGFR
ALB_EPO
ALB_F7
ALB_FBXL20
ALB_GGT1
ALB_GSTA1
ALB_HEXA
ALB_HTR2B
ALB_IDDM2
ALB_IGF1
ALB_IGFBP3
ALB_IL18
ALB_IL1A
ALB_IL1B
ALB_IL5
ALB_IL6
ALB_IL8
ALB_LAP3
ALB_LCAT
ALB_LTF
ALB_NAGLU
ALB_NCF2
ALB_NPPB
ALB_ORM2
ALB_PLG
ALB_POMC
ALB_PPY
ALB_PTH
ALB_REN
ALB_RENBP
ALB_SAA
ALB_SERPINA1
ALB_SERPINA6
ALB_SERPINA7
ALB_SERPINC1
ALB_SERPINF2
ALB_SLC17A5
ALB_SLC37A4
ALB_SOD1
ALB_TBXAS1
ALB_TF
ALB_TG
ALB_TIMP2
ALB_TNF
ALB_TNNT2
ALB_TTR
ALB_VTN
ALB_VWF
ALDH1A1_ALDH2
ALDH1A1_ALDH9A1
ADH1A_ALDH2
ADH1B_ALDH2
ADH1C_ALDH2
ADH4_ALDH2
AKR1A1_ALDH2
ALDH2_ALDH9A1
ALDH2_CYP2E1
ALDH2_HINT1
ALDH7A1_CSTB
ALDH7A1_PDE4A
ALDH7A1_TNF
ADH4_ALDH9A1
AKR1A1_ALDH9A1
ALDH3A1_ALDH9A1
ALDH9A1_CAT
ALDH9A1_SOD1
ALDOB_G6PD
ALDOB_SLC2A1
ALK_TNFRSF8
ALLC_HBB
ALOX5_ALOX5AP
ALOX5_IL1B
ALOX5_LTB4R
ALOX5_TNF
ACP5_ALPI
AFP_ALPI
ALPI_ALPL
ALPI_ALPP
ALPI_AMPD3
ALPI_ATP2A3
ALPI_BCR
ALPI_BGLAP
ALPI_CAT
ALPI_CEACAM5
ALPI_CEBPB
ALPI_CP
ALPI_CRP
ALPI_CSF2
ALPI_CTNNBL1
ALPI_EPO
ALPI_G6PD
ALPI_GLA
ALPI_GUSB
ALPI_HSPA1A
ALPI_IL2RA
ALPI_INS
ALPI_ITGAM
ALPI_LAP3
ALPI_MAPK1
ALPI_MAPK6
ALPI_PML
ALPI_PPA1
ALPI_PRSS7
ALPI_PTH
ALPI_SDHB
ALPI_SERPINA1
ALPI_SIL1
ALPI_TF
ALPI_TGFB1
ACHE_ALPP
AFP_ALPP
ALB_ALPP
ALPP_BGLAP
ALPP_COL1AR
ALPP_GGT1
ALPP_HSPA1A
ALPP_INS
ALPP_NAGLU
ALPP_NFE2L2
ALPP_PTH
ALPP_SDHB
ALPP_SPP1
ALS2_MBP
ALS2_SETD2
AMDP1_CFH
AMBN_AMELX
AMELX_AMELY
AMBN_AMELY
AMH_CYP17A1
AMMECR1_COL4A5
AMMECR1_COL4A6
AMN_CUBN
ANG_REN
ANG_TFRC
ANGPT1_VEGFA
ANGPT1_ANGPT2
ANGPT2_IL8
ANGPT2_MIRN29A
ANGPT2_SETD2
ANGPT2_VEGFA
ANGPTL2_LILRB2
ANGPTL2_MAPK1
ANGPTL3_ANGPTL4
ANGPTL4_CD8A
ANGPTL4_LPL
ANK1_BCR
ANK1_TRPA1
ANKRA2_SLC11A1
ANKRD55_IL6ST
ANP32B_TP53
ADIPOQ_ANPEP
ANPEP_CD19
ANPEP_CD2
ANPEP_CD24
ANPEP_CD33
ANPEP_CD38
ANPEP_CD68
ANPEP_CD7
ANPEP_CD8A
ANPEP_GGT1
ANPEP_GYPA
ANPEP_ITGAL
ANPEP_ITGAX
ANPEP_MPO
ANPEP_TNF
ANXA1_FPR2
ANXA2_IL12A
AOAH_CD1A
AOC3_DDC
AOC3_ELN
APAF1_BCL2
APAF1_CASP3
APAF1_CYCS
APCS_B2M
ACHE_APLP2
ALB_APLP2
APCS_APLP2
APLP2_B2M
APLP2_BACE1
APLP2_BDNF
APLP2_CREB1
APLP2_HP
APLP2_HSD11B1
APLP2_IAPP
APLP2_IL17D
APLP2_MAPT
APLP2_PRNP
APLP2_PSEN1
APLP2_S100A1
APLP2_SERPINA3
APLP2_SLC2A1
APLP2_TAC1
APLP2_TGFB1
APLP2_VTN
APLP2_VWF
ALB_APOA1
APOA2_LPAL2
ADIPOQ_APOB
APOA1_APOB
APOB_APOBEC1
APOB_CD4
APOB_IL6
APOB_INS
APOB_LCAT
APOB_LEP
APOB_MTTP
APOB_TNF
APOBEC1_PPBP
APOBEC3A_APOBEC3B
APOC1_LPAL2
APOB_APOC3
APOC3_APOE
AD5_APOE
AGT_APOE
APLP2_APOE
APOA1_APOE
APOB_APOE
APOE_APP
APOE_BIN1
APOE_CD68
APOE_CYP1A1
APOE_CYP2B6
APOE_CYP2E1
APOE_IL1B
APOE_INS
APOE_LDLR
APOE_LRP1
APOE_NLRP3
APOE_SAA
APOE_SFTPB
APOE_SOD2
APOE_TNF
APOE_TOMM40
APOE_TREM2
APOL1_APOL2
APOL1_NLRP3
APOM_MBTPS1
APLP2_APP
APP_BDNF
APP_C5AR1
APP_MAPK1
APP_MAPT
APP_NGF
APP_PSEN1
APP_RAB35
APP_TNF
APP_YWHAQ
APPBP2_SLC26A3
ADA_APRT
ADK_APRT
APRT_GALNS
APRT_HPRT1
AQP1_DEFB1
AQP1_NOS3
AQP1_AQP2
AQP2_AQP4
AQP2_AVP
AQP2_AVPR2
AQP2_AQP3
AQP3_AQP4
AQP4_TRAF6
AR_CYP2B6
AR_ESR1
ARC_NPY
ARD1A_CYP2B6
ARD1A_JUN
ADAM17_AREG
AREG_IL6
AREG_TNF
ARF1_ARF3
AKT1_ARFRP1
ARG1_NOS2A
ARHGEF1_IL3RA
ARHGEF1_IRAK1
ARHGEF2_CEND1
ARHGEF2_IL10
ARHGEF2_NPDC1
ARHGEF2_NRSN1
ARHGEF2_RASGRF1
ARHGEF2_RHOD
ARHGEF2_VAV3
ARID1A_HDAC2
ARID1A_HNF4A
ARID4A_RENBP
ARIH1_BDNF
ARL4C_CD4
ARL4C_IL2
ARNT_HIF1A
ARNTL_CRY1
ARNTL_IL1B
ARNTL_MKI67
ARNTL_PER1
ARNTL_SIRT1
ARSH_STS
AS3MT_CD9
ALB_ASPA
ASPM_IL17D
ASPM_IL22
ASPRV1_CDKN1A
ASPRV1_CDKN2A
ASPSCR1_IRF6
ASXL1_DNMT3A
ASXL1_NRAS
ASXL1_RUNX1
ASXL1_SF3B1
ASXL1_TP53
ASXL1_U2AF1
ATD_EVC
ATF1_CREB1
ATF2_CREB1
ATF2_MAPK1
ATF2_PDIA3
ATF3_CALCA
ATF3_STAT3
ATF4_ATF6
ATF4_BNIP3
ATF4_EIF2AK4
ATF4_PTH
APAF1_ATF6
ATF6_EIF2AK2
ATF6_ERN1
ATG12_ATG5
ATG12_BECN1
ATG12_MARCH8
ATG16L1_ATG16L2
ATG3_ATG5
ATG3_ATG7
ATG5_PINK1
ALB_ATG7
ATG12_ATG7
ATG5_ATG7
ATG7_ULK1
ATHS_GPT
ATHS_PTH
ATHS_SLC17A5
AKT1_ATM
ATM_MLL
ATM_OGG1
ATM_PRKDC
ATM_XRCC1
ATM_YAP1
ATP2A1_ATP2A2
ATP2A1_PLN
ATP2A2_PLN
ACPP_ATP2A3
ATP2A3_MYH14
ATP2A3_SLC37A4
ABCB11_ATP8B1
ATM_ATR
ATR_NF2
AURKA_CCNB1
AURKA_TOP2A
ADCY10_AVP
AGT_AVP
AVP_CRH
AVP_NOS2A
AVP_POMC
AVP_REN
AVP_SON
AVP_SST
AXL_FLT3
AXL_IFNG
AXL_IL6
AXL_SOCS1
AXL_TYRO3
AXPC1_PHEX
A2M_B2M
ALB_B2M
ALPI_B2M
B2M_CD38
B2M_CD4
B2M_CD8A
B2M_CSF2
B2M_CST3
B2M_GFAP
B2M_HLA-A
B2M_HP
B2M_IFNA1
B2M_IFNG
B2M_IL1B
B2M_IL2
B2M_IL2RA
B2M_IL6
B2M_NAGLU
B2M_PTH
B2M_TF
B2M_TTR
B3GALT6_B3GALTL
B3GALTL_EGF
B3GALTL_EGFR
B3GAT1_CD2
B3GAT1_CD27
B3GAT1_CD300A
B3GAT1_CD4
B3GAT1_CD8A
B3GAT1_FCGR3A
B3GAT1_HLA-E
B3GAT1_ITGAM
B3GAT1_KLRC2
B3GAT1_KLRG1
B3GAT1_NCAM1
B3GAT1_TACR1
B3GAT1_TMEM16A
APP_BACE1
BACE1_MIRN195
BACE1_PSEN1
AGT_BACE2
BACH1_MCTS1
BACH1_NFE2L2
BACH1_SLC16A1
BACH2_BCL6
BAG1_BAX
BAG1_MCL1
AGT_BAG3
BAG1_BAK1
BAK1_BAX
BAK1_BCL2
BAK1_BCL2L1
BAK1_CASP3
BAK1_MCL1
AGTR1_BAX
AIF1_BAX
AIFM1_BAX
AKT1_BAX
APAF1_BAX
ATM_BAX
BAD_BAX
BAX_BCL2
BAX_BCL2L1
BAX_BCL2L11
BAX_BIRC5
BAX_CASP1
BAX_CASP7
BAX_CASP9
BAX_CD6
BAX_CDC2
BAX_CREB1
BAX_CYCS
BAX_DCK
BAX_DDIT3
BAX_FASLG
BAX_GFAP
BAX_HTR2B
BAX_IL10
BAX_IL18
BAX_IL1A
BAX_INHBE
BAX_JUP
BAX_MAFK
BAX_MAPK1
BAX_MAPK8
BAX_MCL1
BAX_MDM2
BAX_MKI67
BAX_MMP3
BAX_MMP9
BAX_MYD88
BAX_NFKB1
BAX_NOS2A
BAX_NQO1
BAX_PARP1
BAX_PCNA
BAX_PTGS2
BAX_STAT3
BAX_TIPARP
BAX_TNFSF10
BBC3_ETS1
BCGF1_IFNA1
BCGF1_IFNG
BCGF1_IL6
ACHE_BCHE
ABL1_BCL2
APEX1_BCL2
ASXL1_BCL2
BAD_BCL2
BAG1_BCL2
BBC3_BCL2
BCKDHB_BCL2
BCL2_BCL2L11
BCL2_BCL3
BCL2_BECN1
BCL2_CASP1
BCL2_CASP3
BCL2_CASP7
BCL2_CASP9
BCL2_CAT
BCL2_CCNB1
BCL2_CD38
BCL2_CD44
BCL2_CD6
BCL2_CD79A
BCL2_CDA
BCL2_CDC2
BCL2_CDKN1B
BCL2_CDKN2A
BCL2_CREB1
BCL2_CYCS
BCL2_DCK
BCL2_DNTT
BCL2_EGF
BCL2_ETS1
BCL2_FASLG
BCL2_FGF2
BCL2_FIS1
BCL2_FOS
BCL2_GORASP1
BCL2_HTR2B
BCL2_IFNA1
BCL2_IGF1R
BCL2_IGH
BCL2_IGL
BCL2_IL18
BCL2_IL1RN
BCL2_IL4
BCL2_IL6
BCL2_IL8
BCL2_JAK1
BCL2_JAK2
BCL2_JUN
BCL2_JUP
BCL2_MAFK
BCL2_MAPK1
BCL2_MAPK8
BCL2_MCL1
BCL2_MDM2
BCL2_MIRN15A
BCL2_MME
BCL2_MUM1
BCL2_MYC
BCL2_MYD88
BCL2_NFE2L2
BCL2_NFKB1
BCL2_NQO1
BCL2_OPA1
BCL2_PAX5
BCL2_PCNA
BCL2_PGP
BCL2_PTGS2
BCL2_SELL
BCL2_STAT1
BCL2_STAT3
BCL2_STAT5A
BCL2_TGFB1
BCL2_TIPARP
BCL2_TNF
BCL2_TRAF2
BCL2_TXN
BCL2A1_FAS
BCL2A1_FASN
BCL2A1_GCLC
BCL2A1_LIPC
APAF1_BCL2L1
BAD_BCL2L1
BAG1_BCL2L1
BCL2_BCL2L1
BCL2A1_BCL2L1
BCL2L1_BCR
BCL2L1_CASP1
BCL2L1_CASP3
BCL2L1_CASP9
BCL2L1_CD40
BCL2L1_CDKN1A
BCL2L1_CYCS
BCL2L1_FAS
BCL2L1_FASLG
BCL2L1_GORASP1
BCL2L1_HMOX1
BCL2L1_IGF1R
BCL2L1_IL6
BCL2L1_MCL1
BCL2L1_MYC
BCL2L1_MYD88
BCL2L1_PARP1
BCL2L1_STAT3
BCL2L1_STAT5A
BCL2L1_TP53
BAK1_BCL2L11
BCL2L11_HSPA1A
BCL2L11_MCL1
BCL3_CCND1
BCL3_MYB
BCL3_MYC
BCL3_NFKB1
BCL3_PDLIM5
BCL3_REL
BCL3_SRFBP1
BCL3_TRPM2
BCL2_BCL6
BCL6_FCER2
BCL6_IL17C
ABL1_BCR
ADA_BCR
AGXT_BCR
ARHGEF1_BCR
BCL2_BCR
BCR_BCRL2
BCR_BCRL3
BCR_BCRL4
BCR_BTK
BCR_CBL
BCR_CD200
BCR_CD34
BCR_CD38
BCR_CD4
BCR_CD8A
BCR_CEBPB
BCR_CNTNAP1
BCR_CSF2
BCR_DDR1
BCR_DNTT
BCR_EHMT2
BCR_ERBB2
BCR_FOLR2
BCR_GRB2
BCR_HLA-A
BCR_IGL
BCR_INS
BCR_IRF8
BCR_JAK2
BCR_KIT
BCR_LHX2
BCR_MDM2
BCR_MPL
BCR_MRPL28
BCR_MTTP
BCR_MYB
BCR_MYBBP1A
BCR_NUP98
BCR_PI3
BCR_PTK2B
BCR_RACGAP1
BCR_RARA
BCR_RASA1
BCR_RHOD
BCR_SH3PXD2A
BCR_STAT3
BCR_SYK
BCR_THY1
BCR_TMEM11
BCR_TNPO1
BCR_TP53
BCR_WT1
BCR_ZAP70
BCRL2_BCRL3
BCRL2_BCRL4
BDKRB1_IL1B
BDKRB1_NFKB1
BDKRB1_SELL
BDKRB1_BDKRB2
ADCY7_BDNF
AKT1_BDNF
BAX_BDNF
BCL2_BDNF
